fid,ID_UNICO,nome_1KM,nome_5KM,nome_10KM,nome_50KM,nome_100KM,nome_500KM,QUADRANTE,MASC,FEM,POP,DOM_OCU,area,perimeter,xcoord,ycoord
"585",200ME69494N103868,1KME6949N10386,5KME6945N10385,10KME6940N10380,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40082.2395019531,800.88649724892,-36.0801911080102,-7.99682405940733
"586",200ME69496N103868,1KME6949N10386,5KME6945N10385,10KME6940N10380,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40082.1174316406,800.885275143139,-36.0783577329234,-7.99670974499867
"587",200ME69498N103868,1KME6949N10386,5KME6945N10385,10KME6940N10380,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40081.9871826172,800.883973772432,-36.0765243591042,-7.99659541899019
"588",200ME69490N103870,1KME6949N10386,5KME6945N10385,10KME6940N10380,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40082.5250244141,800.889332582629,-36.0839754358446,-7.99527055341783
"589",200ME69492N103870,1KME6949N10386,5KME6945N10385,10KME6940N10380,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40082.375,800.887830456357,-36.0821420695167,-7.99515626291344
"590",200ME69494N103870,1KME6949N10386,5KME6945N10385,10KME6940N10380,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40082.2434082031,800.886514868355,-36.0803087051595,-7.99504196059252
"591",200ME69496N103870,1KME6949N10386,5KME6945N10385,10KME6940N10380,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40082.1221923828,800.885305113293,-36.078475341764,-7.99492764663351
"592",200ME69498N103870,1KME6949N10386,5KME6945N10385,10KME6940N10380,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40081.9711914063,800.883793122698,-36.0766419800856,-7.99481332107471
"593",200ME69490N103872,1KME6949N10387,5KME6945N10385,10KME6940N10380,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40082.5491943359,800.889548652839,-36.0840930075021,-7.99348844949459
"594",200ME69492N103872,1KME6949N10387,5KME6945N10385,10KME6940N10380,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40082.4084472656,800.888138987521,-36.0822596532719,-7.99337415924227
"595",200ME69494N103872,1KME6949N10387,5KME6945N10385,10KME6940N10380,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40082.275390625,800.886810283861,-36.0804263004338,-7.99325985749636
"596",200ME69496N103872,1KME6949N10387,5KME6945N10385,10KME6940N10380,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40082.1451416016,800.885507884768,-36.0785929490977,-7.9931455440784
"597",200ME69498N103872,1KME6949N10387,5KME6945N10385,10KME6940N10380,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40081.9833984375,800.883890258903,-36.0767595995028,-7.99303121904003
"598",200ME69490N103874,1KME6949N10387,5KME6945N10385,10KME6940N10380,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40082.5424804688,800.889459478488,-36.0842105774566,-7.99170634116464
"599",200ME69492N103874,1KME6949N10387,5KME6945N10385,10KME6940N10380,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40082.4108886719,800.888142851566,-36.0823772351137,-7.99159205157875
"600",200ME69494N103874,1KME6949N10387,5KME6945N10385,10KME6940N10380,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40082.2604980469,800.886641424796,-36.0805438942776,-7.99147775044466
"601",200ME69496N103874,1KME6949N10387,5KME6945N10385,10KME6940N10380,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40082.1301269531,800.885338955636,-36.0787105549486,-7.99136343731271
"602",200ME69498N103874,1KME6949N10387,5KME6945N10385,10KME6940N10380,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40081.9979248047,800.88401247845,-36.0768772172602,-7.99124911279625
"603",200ME69490N103876,1KME6949N10387,5KME6945N10385,10KME6940N10380,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40082.5568847656,800.889581619004,-36.0843281459041,-7.98992422909441
"604",200ME69492N103876,1KME6949N10387,5KME6945N10385,10KME6940N10380,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40082.4145507813,800.888159352304,-36.0824948153339,-7.98980993986678
"605",200ME69494N103876,1KME6949N10387,5KME6945N10385,10KME6940N10380,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40082.2834472656,800.886843514175,-36.0806614866387,-7.98969563918235
"606",200ME69496N103876,1KME6949N10387,5KME6945N10385,10KME6940N10380,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40082.1530761719,800.885540941642,-36.0788281595842,-7.98958132666372
"607",200ME69498N103876,1KME6949N10387,5KME6945N10385,10KME6940N10380,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40082.0217285156,800.884226816119,-36.0769948337449,-7.98946700229027
"608",200ME69490N103878,1KME6949N10387,5KME6945N10385,10KME6940N10380,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40082.5792236328,800.889783476402,-36.0844457129263,-7.98814211274284
"609",200ME69492N103878,1KME6949N10387,5KME6945N10385,10KME6940N10380,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40082.4294433594,800.888281010866,-36.0826123942624,-7.98802782403711
"610",200ME69494N103878,1KME6949N10387,5KME6945N10385,10KME6940N10380,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40082.2976074219,800.886965082107,-36.0807790775693,-7.98791352351486
"611",200ME69496N103878,1KME6949N10387,5KME6945N10385,10KME6940N10380,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40082.1462402344,800.885451308903,-36.0789457623639,-7.98779921158889
"612",200ME69498N103878,1KME6949N10387,5KME6945N10385,10KME6940N10380,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40082.0250244141,800.884242062601,-36.0771124484311,-7.98768488773732
"613",200ME69490N103880,1KME6949N10387,5KME6945N10385,10KME6940N10380,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40082.5833740234,800.889799260542,-36.0845632782885,-7.98635999218217
"614",200ME69492N103880,1KME6949N10387,5KME6945N10385,10KME6940N10380,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40082.4422607422,800.888389245934,-36.0827299717223,-7.98624570372849
"615",200ME69494N103880,1KME6949N10387,5KME6945N10385,10KME6940N10380,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40082.3001708984,800.886967667831,-36.0808966667636,-7.98613140385349
"616",200ME69496N103880,1KME6949N10387,5KME6945N10385,10KME6940N10380,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40082.1794433594,800.885758083383,-36.0790633634838,-7.98601709230494
"617",200ME69498N103880,1KME6949N10387,5KME6945N10385,10KME6940N10380,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40082.0383300781,800.884350645326,-36.0772300616868,-7.98590276922885
"618",200ME69490N104022,1KME6949N10402,5KME6945N10400,10KME6940N10400,50KME6900N10400,100KME6900N10350,500KME6800N10350,ID_68,"2","3","5","2",40083.2794189453,800.895127038746,-36.092906482049,-7.85981871220438
"619",200ME69492N104022,1KME6949N10402,5KME6945N10400,10KME6940N10400,50KME6900N10400,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40083.1473388672,800.893804220404,-36.0910740246389,-7.85970445859138
"620",200ME69494N104022,1KME6949N10402,5KME6945N10400,10KME6940N10400,50KME6900N10400,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40082.9963378906,800.892295946787,-36.0892415687549,-7.85959019283592
"621",200ME69496N104022,1KME6949N10402,5KME6945N10400,10KME6940N10400,50KME6900N10400,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40082.8630371094,800.890961816354,-36.0874091143396,-7.85947591537176
"622",200ME69498N104022,1KME6949N10402,5KME6945N10400,10KME6940N10400,50KME6900N10400,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40082.7321777344,800.889654557404,-36.085576661565,-7.85936162652312
"623",200ME69490N104024,1KME6949N10402,5KME6945N10400,10KME6940N10400,50KME6900N10400,100KME6900N10350,500KME6800N10350,ID_68,"25","23","48","12",40083.2698974609,800.895007853495,-36.0930239364214,-7.85803628835694
"624",200ME69492N104024,1KME6949N10402,5KME6945N10400,10KME6940N10400,50KME6900N10400,100KME6900N10350,500KME6800N10350,ID_68,"102","125","227","79",40083.1467285156,800.893778091325,-36.0911914910949,-7.85792203481462
"625",200ME69494N104024,1KME6949N10402,5KME6945N10400,10KME6940N10400,50KME6900N10400,100KME6900N10350,500KME6800N10350,ID_68,"13","13","26","12",40083.0159912109,800.892468474836,-36.0893590471746,-7.85780776996014
"626",200ME69496N104024,1KME6949N10402,5KME6945N10400,10KME6940N10400,50KME6900N10400,100KME6900N10350,500KME6800N10350,ID_68,"2","1","3","1",40082.8651123047,800.890961566677,-36.0875266047614,-7.85769349310774
"627",200ME69498N104024,1KME6949N10402,5KME6945N10400,10KME6940N10400,50KME6900N10400,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40082.7132568359,800.889442502593,-36.0856941641658,-7.85757920441955
"628",200ME69490N104026,1KME6949N10402,5KME6945N10400,10KME6940N10400,50KME6900N10400,100KME6900N10350,500KME6800N10350,ID_68,"76","66","142","41",40083.2906494141,800.895193163909,-36.0931413894016,-7.85625386026482
"629",200ME69492N104026,1KME6949N10402,5KME6945N10400,10KME6940N10400,50KME6900N10400,100KME6900N10350,500KME6800N10350,ID_68,"129","137","266","88",40083.1384277344,800.893671452955,-36.0913089558096,-7.85613960736991
"630",200ME69494N104026,1KME6949N10402,5KME6945N10400,10KME6940N10400,50KME6900N10400,100KME6900N10350,500KME6800N10350,ID_68,"42","61","103","35",40083.0168457031,800.892454882401,-36.0894765239729,-7.85602534258609
"631",200ME69496N104026,1KME6949N10402,5KME6945N10400,10KME6940N10400,50KME6900N10400,100KME6900N10350,500KME6800N10350,ID_68,"3","2","5","1",40082.8743896484,800.891028023501,-36.0876440937768,-7.85591106641775
"632",200ME69498N104026,1KME6949N10402,5KME6945N10400,10KME6940N10400,50KME6900N10400,100KME6900N10350,500KME6800N10350,ID_68,"1","0","1","1",40082.7524414063,800.889812608144,-36.0858116647769,-7.85579677853909
"633",200ME69490N104028,1KME6949N10402,5KME6945N10400,10KME6940N10400,50KME6900N10400,100KME6900N10350,500KME6800N10350,ID_68,"22","17","39","11",40083.3100585938,800.895365063746,-36.0932588406889,-7.854471427927
"634",200ME69492N104028,1KME6949N10402,5KME6945N10400,10KME6940N10400,50KME6900N10400,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40083.1596679688,800.893856243791,-36.0914264192708,-7.85435717551841
"635",200ME69494N104028,1KME6949N10402,5KME6945N10400,10KME6940N10400,50KME6900N10400,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40083.0269775391,800.892533473076,-36.0895939993405,-7.85424291125652
"636",200ME69496N104028,1KME6949N10402,5KME6945N10400,10KME6940N10400,50KME6900N10400,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40082.8840332031,800.891106527366,-36.0877615806829,-7.8541286355187
"637",200ME69498N104028,1KME6949N10402,5KME6945N10400,10KME6940N10400,50KME6900N10400,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40082.7642822266,800.889904015951,-36.0859291636658,-7.85401434794673
"638",200ME69490N104030,1KME6949N10402,5KME6945N10400,10KME6940N10400,50KME6900N10400,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40083.3111572266,800.895350843372,-36.0933762906603,-7.85268899112921
"639",200ME69492N104030,1KME6949N10402,5KME6945N10400,10KME6940N10400,50KME6900N10400,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40083.1693115234,800.89393453129,-36.0915438809958,-7.85257473922343
"640",200ME69494N104030,1KME6949N10402,5KME6945N10400,10KME6940N10400,50KME6900N10400,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40083.0479736328,800.892717786859,-36.089711472972,-7.85246047548352
"641",200ME69496N104030,1KME6949N10402,5KME6945N10400,10KME6940N10400,50KME6900N10400,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40082.9156494141,800.891396345856,-36.0878790663927,-7.8523462001422
"642",200ME69498N104030,1KME6949N10402,5KME6945N10400,10KME6940N10400,50KME6900N10400,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40082.755859375,800.889796876229,-36.0860466615165,-7.85223191301991
"643",200ME69508N103712,1KME6950N10371,5KME6950N10370,10KME6950N10370,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"23","26","49","12",15685.2303466797,598.729949643084,-36.0578083336347,-8.13463715744038
"644",200ME69506N103714,1KME6950N10371,5KME6950N10370,10KME6950N10370,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"5","5","10","3",13235.7341308594,551.605790351368,-36.0597077532784,-8.13293483678445
"645",200ME69508N103714,1KME6950N10371,5KME6950N10370,10KME6950N10370,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",39645.4858398438,783.666845694016,-36.0582829311363,-8.1332232939918
"646",200ME69504N103716,1KME6950N10371,5KME6950N10370,10KME6950N10370,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",9065.81652832031,461.680892049598,-36.0615710678115,-8.13118753045175
"647",200ME69506N103716,1KME6950N10371,5KME6950N10370,10KME6950N10370,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",38802.8703613281,771.459910189239,-36.060219632719,-8.13153968580186
"648",200ME69508N103716,1KME6950N10371,5KME6950N10370,10KME6950N10370,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40080.5546875,800.87136512578,-36.0584092618548,-8.13145086144198
"649",200ME69502N103718,1KME6950N10371,5KME6950N10370,10KME6950N10370,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",5326.87951660156,352.726884418891,-36.0634420096159,-8.12941274060541
"650",200ME69504N103718,1KME6950N10371,5KME6950N10370,10KME6950N10370,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",36738.7969970703,753.14759318003,-36.0621368395559,-8.1298369353833
"651",200ME69506N103718,1KME6950N10371,5KME6950N10370,10KME6950N10370,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"2","4","6","2",40080.7012939453,800.872808271607,-36.0603613237583,-8.12978349775636
"652",200ME69508N103718,1KME6950N10371,5KME6950N10370,10KME6950N10370,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40080.5710449219,800.871505068913,-36.0585270599261,-8.12966907625616
"653",200ME69500N103720,1KME6950N10371,5KME6950N10370,10KME6950N10370,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",2347.37658691406,234.574313975333,-36.065298194547,-8.12763318843686
"654",200ME69502N103720,1KME6950N10371,5KME6950N10370,10KME6950N10370,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",33601.6867675781,734.467686074629,-36.0640388488168,-8.12812260110861
"655",200ME69504N103720,1KME6950N10371,5KME6950N10370,10KME6950N10370,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40080.8480224609,800.874252642409,-36.0623133613994,-8.12811611728886
"656",200ME69506N103720,1KME6950N10371,5KME6950N10370,10KME6950N10370,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40080.7082519531,800.872855402211,-36.0604791081246,-8.12800170800173
"657",200ME69508N103720,1KME6950N10371,5KME6950N10370,10KME6950N10370,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40080.5778808594,800.871552124069,-36.0586448565671,-8.12788728711475
"658",200ME69500N103842,1KME6950N10384,5KME6950N10380,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40081.6954345703,800.881353022987,-36.0731616192902,-8.019647971601
"659",200ME69502N103842,1KME6950N10384,5KME6950N10380,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40081.5643310547,800.880042029964,-36.0713280933326,-8.01953361589574
"660",200ME69504N103842,1KME6950N10384,5KME6950N10380,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40081.4345703125,800.878744346162,-36.0694945688961,-8.01941924837399
"661",200ME69506N103842,1KME6950N10384,5KME6950N10380,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40081.3048095703,800.877447500145,-36.0676610456365,-8.01930486883672
"662",200ME69508N103842,1KME6950N10384,5KME6950N10380,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40081.1727294922,800.876126663225,-36.0658275240559,-8.01919047762595
"663",200ME69500N103844,1KME6950N10384,5KME6950N10380,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40081.7305908203,800.881679842331,-36.073279272121,-8.0178659278601
"664",200ME69502N103844,1KME6950N10384,5KME6950N10380,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40081.5887451172,800.880263200701,-36.071445758242,-8.01775157255143
"665",200ME69504N103844,1KME6950N10384,5KME6950N10380,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40081.4682617188,800.879057955716,-36.069612245559,-8.01763720553242
"666",200ME69506N103844,1KME6950N10384,5KME6950N10380,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40081.3175048828,800.877549906615,-36.0677787344544,-8.01752282662612
"667",200ME69508N103844,1KME6950N10384,5KME6950N10380,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40081.1768798828,800.876148281409,-36.0659452246081,-8.01740843606258
"668",200ME69500N103846,1KME6950N10384,5KME6950N10380,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40081.7239990234,800.881595849533,-36.0733969237559,-8.01608388009141
"669",200ME69502N103846,1KME6950N10384,5KME6950N10380,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40081.5825195313,800.880179113385,-36.0715634214151,-8.01596952521325
"670",200ME69504N103846,1KME6950N10384,5KME6950N10380,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40081.4525146484,800.878881259001,-36.0697299207915,-8.01585515873529
"671",200ME69506N103846,1KME6950N10384,5KME6950N10380,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40081.3216552734,800.877571826717,-36.0678964213831,-8.01574078040251
"672",200ME69508N103846,1KME6950N10384,5KME6950N10380,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40081.1724853516,800.876077583505,-36.066062923907,-8.01562639054219
"673",200ME69500N103848,1KME6950N10384,5KME6950N10380,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"17","16","33","9",40081.7579345703,800.881908838118,-36.0735145734391,-8.01430182825661
"674",200ME69502N103848,1KME6950N10384,5KME6950N10380,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"13","12","25","7",40081.6070556641,800.880399485826,-36.0716810831577,-8.0141874739195
"675",200ME69504N103848,1KME6950N10384,5KME6950N10380,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"13","12","25","7",40081.4771728516,800.87910154718,-36.0698475945412,-8.01407310772757
"676",200ME69506N103848,1KME6950N10384,5KME6950N10380,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"4","4","8","2",40081.3463134766,800.877792025501,-36.0680141074074,-8.0139587300081
"677",200ME69508N103848,1KME6950N10384,5KME6950N10380,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40081.2059326172,800.876390235626,-36.0661806217232,-8.01384434036154
"678",200ME69500N103850,1KME6950N10384,5KME6950N10380,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40081.7620849609,800.881930195565,-36.0736322216919,-8.01251977201659
"679",200ME69502N103850,1KME6950N10384,5KME6950N10380,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40081.6114501953,800.880420764385,-36.0717987434176,-8.01240541796551
"680",200ME69504N103850,1KME6950N10384,5KME6950N10380,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40081.4908447266,800.879215268566,-36.0699652668604,-8.01229105231464
"681",200ME69506N103850,1KME6950N10384,5KME6950N10380,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"2","1","3","1",40081.3492431641,800.877800096412,-36.0681317914993,-8.01217667495342
"682",200ME69508N103850,1KME6950N10384,5KME6950N10380,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40081.208984375,800.876398224368,-36.0662983179318,-8.01206228622685
"683",200ME69500N103852,1KME6950N10385,5KME6950N10385,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40081.755859375,800.881845591447,-36.0737498685385,-8.01073771180039
"684",200ME69502N103852,1KME6950N10385,5KME6950N10385,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40081.6156005859,800.880441042455,-36.0719164021706,-8.01062335827121
"685",200ME69504N103852,1KME6950N10385,5KME6950N10385,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40081.484375,800.879130509515,-36.0700829375198,-8.01050899314226
"686",200ME69506N103852,1KME6950N10385,5KME6950N10385,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"2","2","4","1",40081.3546142578,800.877833261386,-36.0682494740843,-8.01039461615844
"687",200ME69508N103852,1KME6950N10385,5KME6950N10385,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40081.2227783203,800.876511980729,-36.0664160122894,-8.01028022779012
"688",200ME69500N103854,1KME6950N10385,5KME6950N10385,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40081.7895507813,800.882157386592,-36.0738675137251,-8.00895564737508
"689",200ME69502N103854,1KME6950N10385,5KME6950N10385,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40081.6293945313,800.880554657617,-36.0720340594931,-8.00884129462137
"690",200ME69504N103854,1KME6950N10385,5KME6950N10385,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"16","29","45","13",40081.4886474609,800.879150887936,-36.0702006067729,-8.00872692999368
"691",200ME69506N103854,1KME6950N10385,5KME6950N10385,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"14","22","36","10",40081.3681640625,800.87794608072,-36.0683671553967,-8.00861255355095
"692",200ME69508N103854,1KME6950N10385,5KME6950N10385,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"43","47","90","32",40081.2177734375,800.876439065566,-36.0665337054319,-8.0084981654701
"693",200ME69500N103856,1KME6950N10385,5KME6950N10385,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40081.7736816406,800.88197884443,-36.0739851574813,-8.0071735789942
"694",200ME69502N103856,1KME6950N10385,5KME6950N10385,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40081.6428222656,800.880667273211,-36.0721517148881,-8.00705922643512
"695",200ME69504N103856,1KME6950N10385,5KME6950N10385,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"8","11","19","4",40081.5119628906,800.879356551762,-36.0703182743611,-8.00694486251216
"696",200ME69506N103856,1KME6950N10385,5KME6950N10385,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"7","10","17","5",40081.3817138672,800.878059126219,-36.0684848350493,-8.00683048673433
"697",200ME69508N103856,1KME6950N10385,5KME6950N10385,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"21","22","43","14",40081.232421875,800.876564471336,-36.0666513972445,-8.00671609895867
"698",200ME69500N103858,1KME6950N10385,5KME6950N10385,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"10","13","23","6",40081.7878417969,800.882091732504,-36.0741027995203,-8.00539150647498
"699",200ME69502N103858,1KME6950N10385,5KME6950N10385,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"31","27","58","16",40081.66796875,800.880898077632,-36.0722693692782,-8.00527715431398
"700",200ME69504N103858,1KME6950N10385,5KME6950N10385,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"19","12","31","9",40081.5157470703,800.879376145643,-36.0704359403278,-8.00516279053252
"701",200ME69506N103858,1KME6950N10385,5KME6950N10385,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"7","6","13","6",40081.3757324219,800.877973068858,-36.0686025130612,-8.00504841556409
"702",200ME69508N103858,1KME6950N10385,5KME6950N10385,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"6","6","12","4",40081.2462158203,800.876676416768,-36.0667690875502,-8.00493402825725
"703",200ME69500N103860,1KME6950N10385,5KME6950N10385,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"11","14","25","9",40081.7918701172,800.882111088156,-36.0742204401481,-8.00360942940609
"704",200ME69502N103860,1KME6950N10385,5KME6950N10385,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"81","75","156","45",40081.6604003906,800.880798744834,-36.0723870219704,-8.00349507790998
"705",200ME69504N103860,1KME6950N10385,5KME6950N10385,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"53","36","89","26",40081.5291748047,800.879487866555,-36.0705536048308,-8.00338071501019
"706",200ME69506N103860,1KME6950N10385,5KME6950N10385,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40081.3798828125,800.877992177441,-36.0687201896619,-8.00326634029384
"707",200ME69508N103860,1KME6950N10385,5KME6950N10385,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"8","6","14","4",40081.2592773438,800.876787972435,-36.0668867759043,-8.00315195348974
