fid,ID_UNICO,nome_1KM,nome_5KM,nome_10KM,nome_50KM,nome_100KM,nome_500KM,QUADRANTE,MASC,FEM,POP,DOM_OCU,area,perimeter,xcoord,ycoord
"1",200ME69396N103902,1KME6939N10390,5KME6935N10390,10KME6930N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",5745.89697265625,460.803816966722,-36.1712866860941,-7.97179603642412
"2",200ME69398N103902,1KME6939N10390,5KME6935N10390,10KME6930N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40089.0550537109,800.954258555702,-36.1701841015506,-7.97200075614778
"3",200ME69396N103904,1KME6939N10390,5KME6935N10390,10KME6930N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",15533.4357910156,553.821992853355,-36.1715861089464,-7.97022034787898
"4",200ME69398N103904,1KME6939N10390,5KME6935N10390,10KME6930N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40089.0679931641,800.954365964703,-36.1703010980103,-7.97021856328306
"5",200ME69396N103906,1KME6939N10390,5KME6935N10390,10KME6930N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",23033.5793457031,632.015629809075,-36.1718689003608,-7.96847891023488
"6",200ME69398N103906,1KME6939N10390,5KME6935N10390,10KME6930N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40089.0625,800.954287800276,-36.1704180929871,-7.96843636620779
"7",200ME69396N103908,1KME6939N10390,5KME6935N10390,10KME6930N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",29945.1982421875,696.800616985766,-36.1721403171777,-7.96672539522703
"8",200ME69398N103908,1KME6939N10390,5KME6935N10390,10KME6930N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40089.0649414063,800.954288848673,-36.1705350865526,-7.96665416503235
"9",200ME69396N103910,1KME6939N10390,5KME6935N10390,10KME6930N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",34533.5014648438,745.983388139791,-36.1723604287537,-7.96495970447975
"10",200ME69398N103910,1KME6939N10390,5KME6935N10390,10KME6930N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40089.0789794922,800.954408015549,-36.1706520783817,-7.96487195986319
"11",200ME69396N103912,1KME6939N10391,5KME6935N10390,10KME6930N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",38202.2130126953,779.09805426151,-36.1725599796393,-7.96319189585581
"12",200ME69398N103912,1KME6939N10391,5KME6935N10390,10KME6930N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40089.1118164063,800.954712536444,-36.1707690690149,-7.96308975021648
"13",200ME69394N103914,1KME6939N10391,5KME6935N10390,10KME6930N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",62.482177734375,120.152436104379,-36.1736890588336,-7.96076464788335
"14",200ME69396N103914,1KME6939N10391,5KME6935N10390,10KME6930N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",39743.6024169922,796.079166385416,-36.1727116633338,-7.96141665595169
"15",200ME69398N103914,1KME6939N10391,5KME6935N10390,10KME6930N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40089.0954589844,800.954526641481,-36.1708860579117,-7.96130753657604
"16",200ME69394N103916,1KME6939N10391,5KME6935N10390,10KME6930N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",407.261474609375,349.500108682042,-36.1737474676558,-7.95997579688158
"17",200ME69396N103916,1KME6939N10391,5KME6935N10390,10KME6930N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40079.4010009766,800.148940036117,-36.1728359701481,-7.95963923611401
"18",200ME69398N103916,1KME6939N10391,5KME6935N10390,10KME6930N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40089.1176757813,800.954724805538,-36.1710030451819,-7.95952531876315
"19",200ME69396N103918,1KME6939N10391,5KME6935N10390,10KME6930N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",39263.3645019531,792.695683486958,-36.1729340550855,-7.95786068349417
"20",200ME69398N103918,1KME6939N10391,5KME6935N10390,10KME6930N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40089.1209716797,800.954736837436,-36.1711200307923,-7.95774309674124
"21",200ME69396N103920,1KME6939N10391,5KME6935N10390,10KME6930N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",36887.4052734375,768.559935312119,-36.1729966805421,-7.95608504175768
"22",200ME69398N103920,1KME6939N10391,5KME6935N10390,10KME6930N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40089.14453125,800.954947161754,-36.1712370151926,-7.95596087051028
"23",200ME69396N103922,1KME6939N10392,5KME6935N10390,10KME6930N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",32968.9606933594,728.148885443732,-36.1730241743815,-7.95430245583089
"24",200ME69398N103922,1KME6939N10392,5KME6935N10390,10KME6930N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40089.1265869141,800.954746691443,-36.1713539979662,-7.95417864010689
"25",200ME69396N103924,1KME6939N10392,5KME6935N10390,10KME6930N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",27589.9359130859,675.401314452639,-36.1730187590705,-7.95252560416232
"26",200ME69398N103924,1KME6939N10392,5KME6935N10390,10KME6930N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40089.1606445313,800.95506179315,-36.1714709790035,-7.95239640570976
"27",200ME69396N103926,1KME6939N10392,5KME6935N10390,10KME6930N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",20660.6008300781,607.22813308941,-36.1729785350016,-7.95075469728967
"28",200ME69398N103926,1KME6939N10392,5KME6935N10390,10KME6930N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40089.1729736328,800.955164795181,-36.1715879588448,-7.95061416683509
"29",200ME69396N103928,1KME6939N10392,5KME6935N10390,10KME6930N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",13650.3645019531,543.359814662895,-36.1729335160623,-7.94895730722981
"30",200ME69398N103928,1KME6939N10392,5KME6935N10390,10KME6930N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40089.1762695313,800.95517481381,-36.1717049369498,-7.94883192396667
"31",200ME69396N103930,1KME6939N10392,5KME6935N10390,10KME6930N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",10886.0428466797,505.51126097349,-36.1729861931694,-7.94715534086535
"32",200ME69398N103930,1KME6939N10392,5KME6935N10390,10KME6930N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40089.1795654297,800.955184428966,-36.1718219138778,-7.94704967692581
"33",200ME69396N103932,1KME6939N10393,5KME6935N10390,10KME6930N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",8167.06469726563,477.704872275532,-36.1730406896864,-7.94539248779229
"34",200ME69398N103932,1KME6939N10393,5KME6935N10390,10KME6930N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40089.2015380859,800.955379386631,-36.1719388888351,-7.94526742551384
"35",200ME69396N103934,1KME6939N10393,5KME6935N10390,10KME6930N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",4403.86657714844,440.273481728396,-36.173071900314,-7.94370093517063
"36",200ME69398N103934,1KME6939N10393,5KME6935N10390,10KME6930N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40089.1953125,800.955295038452,-36.1720558624002,-7.94348516985716
"37",200ME69396N103936,1KME6939N10393,5KME6935N10390,10KME6930N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",434.172607421875,165.044080455203,-36.1730796174282,-7.94241580588839
"38",200ME69398N103936,1KME6939N10393,5KME6935N10390,10KME6930N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",38955.3092041016,783.58552403958,-36.172146793253,-7.94171672382848
"39",200ME69398N103938,1KME6939N10393,5KME6935N10390,10KME6930N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",32575.2100830078,726.828014354828,-36.172119551135,-7.93994792595396
"40",200ME69398N103940,1KME6939N10393,5KME6935N10390,10KME6930N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",24020.6258544922,643.062457509519,-36.1720418207159,-7.93816929734599
"41",200ME69398N103942,1KME6939N10394,5KME6935N10390,10KME6930N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",15108.4578857422,551.070967467712,-36.171958499537,-7.93641784919603
"42",200ME69398N103944,1KME6939N10394,5KME6935N10390,10KME6930N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",4207.09106445313,384.16165744085,-36.1718503028127,-7.93491479554214
"43",200ME69400N103902,1KME6940N10390,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.8995361328,800.95270259434,-36.1683508561766,-7.97188701140794
"44",200ME69402N103902,1KME6940N10390,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.7542724609,800.951253065241,-36.1665176120991,-7.97177325472203
"45",200ME69404N103902,1KME6940N10390,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"1","0","1","1",40088.6292724609,800.950003087775,-36.1646843695045,-7.97165948650851
"46",200ME69406N103902,1KME6940N10390,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.4833984375,800.948542863488,-36.1628511285887,-7.97154570662138
"47",200ME69408N103902,1KME6940N10390,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.3491210938,800.947201450946,-36.1610178890462,-7.97143191538534
"48",200ME69400N103904,1KME6940N10390,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.9124755859,800.95281050525,-36.1684678643515,-7.97010481897234
"49",200ME69402N103904,1KME6940N10390,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.7780761719,800.951466430581,-36.1666346326252,-7.96999106313402
"50",200ME69404N103904,1KME6940N10390,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.6330566406,800.950017645491,-36.1648014021904,-7.96987729522564
"51",200ME69406N103904,1KME6940N10390,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.4974365234,800.948662903317,-36.1629681730092,-7.96976351598591
"52",200ME69408N103904,1KME6940N10390,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.3527832031,800.947215847407,-36.1611349455833,-7.96964972485724
"53",200ME69400N103906,1KME6940N10390,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.9267578125,800.952930394333,-36.1685848716221,-7.96832262236579
"54",200ME69402N103906,1KME6940N10390,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.7908935547,800.951573258371,-36.1667516514531,-7.96820886681355
"55",200ME69404N103906,1KME6940N10390,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.6448974609,800.950112026001,-36.1649184329823,-7.96809509980599
"56",200ME69406N103906,1KME6940N10390,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.5107421875,800.948769560347,-36.1630852159609,-7.96798132087138
"57",200ME69408N103906,1KME6940N10390,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.3751220703,800.947415591727,-36.1612520004224,-7.96786753040919
"58",200ME69400N103908,1KME6940N10390,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.9383544922,800.953023959637,-36.1687018769411,-7.96654042169324
"59",200ME69402N103908,1KME6940N10390,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.7946777344,800.951587107529,-36.1668686688124,-7.96642666682652
"60",200ME69404N103908,1KME6940N10390,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.6590576172,800.950231346544,-36.1650354621524,-7.96631289988821
"61",200ME69406N103908,1KME6940N10390,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.5141601563,800.948783250963,-36.1632022571714,-7.96619912163914
"62",200ME69408N103908,1KME6940N10390,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.3786621094,800.947429204444,-36.1613690536399,-7.96608533146302
"63",200ME69400N103910,1KME6940N10390,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.9431152344,800.953050448479,-36.1688188808297,-7.96475821706507
"64",200ME69402N103910,1KME6940N10390,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.7982177734,800.951600554285,-36.1669856847271,-7.96464446233987
"65",200ME69404N103910,1KME6940N10390,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.6717529297,800.950337294729,-36.1651524900883,-7.96453069623162
"66",200ME69406N103910,1KME6940N10390,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.5178222656,800.948796528355,-36.163319296899,-7.96441691819634
"67",200ME69408N103910,1KME6940N10390,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.3917236328,800.947534983545,-36.1614861054269,-7.96430312856122
"68",200ME69400N103912,1KME6940N10391,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.9658203125,800.95324933288,-36.1689358832354,-7.9629760077767
"69",200ME69402N103912,1KME6940N10391,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.8205566406,800.951799362097,-36.1671026992497,-7.96286225397139
"70",200ME69404N103912,1KME6940N10391,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.6754150391,800.95035025991,-36.1652695163261,-7.96274848829223
"71",200ME69406N103912,1KME6940N10391,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.5306396484,800.948901994348,-36.1634363351962,-7.96263471079795
"72",200ME69408N103912,1KME6940N10391,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.3950195313,800.947547774257,-36.1616031554777,-7.96252092166569
"73",200ME69400N103914,1KME6940N10391,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.9594726563,800.953168913446,-36.1690528842108,-7.96119379453269
"74",200ME69402N103914,1KME6940N10391,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.8238525391,800.95181201454,-36.1672197118447,-7.96108004106666
"75",200ME69404N103914,1KME6940N10391,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.7082519531,800.950654130584,-36.1653865411335,-7.96096627594757
"76",200ME69406N103914,1KME6940N10391,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.5543212891,800.949113201038,-36.1635533717571,-7.96085249895613
"77",200ME69408N103914,1KME6940N10391,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.4188232422,800.947758898474,-36.1617202043514,-7.96073871014805
"78",200ME69400N103916,1KME6940N10391,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.9820556641,800.953366978875,-36.1691698834498,-7.95941157729495
"79",200ME69402N103916,1KME6940N10391,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.8472900391,800.952022403703,-36.1673367232387,-7.95929782401006
"80",200ME69404N103916,1KME6940N10391,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.7010498047,800.950560753852,-36.165503564281,-7.95918405939384
"81",200ME69406N103916,1KME6940N10391,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.5374755859,800.948926568607,-36.1636704071411,-7.95907028294189
"82",200ME69408N103916,1KME6940N10391,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.4113769531,800.947664750136,-36.1618372514889,-7.95895649463667
"83",200ME69400N103918,1KME6940N10391,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.9760742188,800.95328574519,-36.1692868809858,-7.95762935565043
"84",200ME69402N103918,1KME6940N10391,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.8400878906,800.951928702367,-36.1674537328964,-7.95751560295975
"85",200ME69404N103918,1KME6940N10391,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"1","0","1","1",40088.7045898438,800.950572503201,-36.1656205860222,-7.95740183886395
"86",200ME69406N103918,1KME6940N10391,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.5704345703,800.949229551362,-36.1637874407887,-7.95728806293393
"87",200ME69408N103918,1KME6940N10391,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.4348144531,800.947875076224,-36.161954297196,-7.9571742751697
"88",200ME69400N103920,1KME6940N10391,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.9992675781,800.953496010332,-36.169403877541,-7.95584713005026
"89",200ME69402N103920,1KME6940N10391,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.8436279297,800.951940149459,-36.1675707411478,-7.95573337793324
"90",200ME69404N103920,1KME6940N10391,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.7277832031,800.950782015115,-36.1657376062565,-7.95561961414409
"91",200ME69406N103920,1KME6940N10391,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.5739746094,800.949240838348,-36.163904473006,-7.95550583852068
"92",200ME69408N103920,1KME6940N10391,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.4382324219,800.947886272616,-36.1620713414202,-7.95539205104249
"93",200ME69400N103922,1KME6940N10392,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40089.0013427734,800.953494166776,-36.1695208721305,-7.95406490020299
"94",200ME69402N103922,1KME6940N10392,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.8764648438,800.952242507554,-36.1676877479687,-7.95395114850143
"95",200ME69404N103922,1KME6940N10392,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.7312011719,800.950792982723,-36.1658546249839,-7.9538373852342
"96",200ME69406N103922,1KME6940N10392,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.5864257813,800.949344304663,-36.1640215035251,-7.95372360982461
"97",200ME69408N103922,1KME6940N10392,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.4405517578,800.947884097897,-36.1621883839797,-7.95360982303195
"98",200ME69400N103924,1KME6940N10392,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40089.0155029297,800.953610451084,-36.1696378653228,-7.95228266598698
"99",200ME69402N103924,1KME6940N10392,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.8780517578,800.952240208466,-36.1678047529145,-7.95216891478831
"100",200ME69404N103924,1KME6940N10392,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.7241210938,800.950697989837,-36.1659716419941,-7.95205515218605
"101",200ME69406N103924,1KME6940N10392,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"9","2","11","2",40088.609375,800.949552934381,-36.1641385325947,-7.95194137731745
"102",200ME69408N103924,1KME6940N10392,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.4437255859,800.947894492987,-36.1623054246066,-7.95182759081086
"103",200ME69400N103926,1KME6940N10392,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40089.0170898438,800.953607816479,-36.1697548567788,-7.95050042777726
"104",200ME69402N103926,1KME6940N10392,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.8922119141,800.95235598981,-36.1679217561241,-7.95038667708149
"105",200ME69404N103926,1KME6940N10392,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.7475585938,800.950906853757,-36.166088657593,-7.95027291458809
"106",200ME69406N103926,1KME6940N10392,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.6219482422,800.949656180717,-36.1642555602389,-7.95015914052898
"107",200ME69408N103926,1KME6940N10392,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.4575195313,800.948010065564,-36.1624224642528,-7.95004535463414
"108",200ME69400N103928,1KME6940N10392,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40089.0510253906,800.953922034941,-36.1698718468093,-7.94871818528625
"109",200ME69402N103928,1KME6940N10392,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.8953857422,800.952365844276,-36.168038758386,-7.94860443500597
"110",200ME69404N103928,1KME6940N10392,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.7399902344,800.950810505509,-36.1662056714556,-7.94849067299639
"111",200ME69406N103928,1KME6940N10392,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.6148681641,800.949560306012,-36.1643725862423,-7.94837689938695
"112",200ME69408N103928,1KME6940N10392,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.4791259766,800.948205407948,-36.1625395024735,-7.94826311417613
"113",200ME69400N103930,1KME6940N10392,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40089.0543212891,800.953930983787,-36.1699888355673,-7.94693593853296
"114",200ME69402N103930,1KME6940N10392,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.9080810547,800.952468460714,-36.1681557588976,-7.94682218875555
"115",200ME69404N103930,1KME6940N10392,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.7736816406,800.951124138705,-36.1663226841221,-7.94670842737678
"116",200ME69406N103930,1KME6940N10392,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.6180419922,800.949569585456,-36.1644896108344,-7.94659465414474
"117",200ME69408N103930,1KME6940N10392,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.4915771484,800.948307197801,-36.1626565388192,-7.94648086943681
"118",200ME69400N103932,1KME6940N10393,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40089.0665283203,800.95403328414,-36.1701058228949,-7.94515368782406
"119",200ME69402N103932,1KME6940N10393,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.9111328125,800.952476924956,-36.1682727580169,-7.94503993826045
"120",200ME69404N103932,1KME6940N10393,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.7647705078,800.951014589529,-36.1664396951288,-7.94492617754815
"121",200ME69406N103932,1KME6940N10393,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.6304931641,800.949671057924,-36.1646066336902,-7.9448124049088
"122",200ME69408N103932,1KME6940N10393,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40088.5056152344,800.94842154094,-36.1627735736579,-7.94469862050749
"123",200ME69400N103934,1KME6940N10393,5KME6940N10390,10KME6940N10390,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"0","0","0","0",40089.0579833984,800.953923497266,-36.1702228081371,-7.94337143288558
